Stance,Text
-1,Baharda brusella hastalığı riski artıyor
-1,İnşallah Fenerbahçeli birine aşık olursun nasıl bir beddua tarzıdır böyleleri hep beni bulmak zorunda mı? ![😤](https://abs-0.twimg.com/emoji/v2/svg/1f624.svg)
-1,Türk-İş Başkanı Mustafa Kumlu istifa etti
-1,"MetroPOLL Araştırma'nın her ay düzenli olarak yaptığı Türkiye'nin Nabzı anketinin Nisan ayı sonuçları yayınlandı. Buna göre, vatandaşlara, ""Şu andaki gelirinizle ilgili durumu hangisi daha iyi açıklar"" diye soruldu. Buna göre, halkın yüzde 17'si şu andaki geliriyle tüm ihtiyaçlarını kolaylıkla karşılayabildiğini, yüzde 54'ü ise sadece beslenme ve barınma gibi temel ihtiyaçlarını karşılayabildiğini belirtti. Vatandaşların yüzde 27'si de temel ihtiyaçlarını dahi karşılayamadığını söyledi. Geçen yıl Nisan ayı anketine göre, ""Temel ihtiyaçlarımı karşılayamıyorum"" diyenlerin oranı son 1 yılda yüzde 24 ten yüzde 27 ye çıktı. ""Karın tokluğuna yaşayanlar"" yani beslenme ve barınma gibi temel ihtiyaçlarını karşılayabilenler yüzde 48.6 dan yüzde 53.6 ya yükseldi. 'Tüm ihtiyaçlarımı kolaylıkla karşılayabiliyorum"" diyenlerin oranı ise son 1 yılda yüzde 26 dan yüzde 17.2 ye geriledi. Aksoy Araştırma'nın son anketine göre de araştırmaya katılanların yüzde 38,9 u Türkiye nin en önemli sorununun ne olduğu sorusuna ekonomi yanıtını verdi. İkinci sırada ise yüzde 28,9 ile korona virüsü' gelirken, yüzde 7,9 yolsuzluk dedi. Ekonominin en önemli sorunu olarak ise yüzde 35.3 ile hayat pahalılığı ilk sırada çıktı. İkinci sırada yüzde 29.3 ile işsizlik, üçüncü sırada ise yüzde 17.9 ile enflasyon çıktı..."
-1,@katerezeee @Fenerbahce ee iyi ya işte yok birbirimizden farkımız Fenerbahçe Trabzonspor un Galatasaray Beşiktaş'ın ve diğerleri birbirinin aynası ise senin olayı betimlemene göre niye o zaman sadece Fenerbahçe şikeci.. sadece Fenerbahçe namussuz sadece Fenerbahçe hırsız?
1,@OlcayKilavuz Allahım esirgesin Allahım korusun inşallah Amin Rabbim Maşallah sana Vekilim 🧿🧿🧿🤲
1,Heybetinden sığdıramadık yere göğe Fenerbahçemmm ![💜](https://abs-0.twimg.com/emoji/v2/svg/1f49c.svg)
-1,"@haskologlu Aynı dönemde türk lirası dolar karşısında %35 değer kaybetti,enflasyon da eklenince aslında çok daha fazla artması gerekirdi."
-1,"@06SerhatKaya @Osmanors33_42 Şu dışarda yaşayan gurbetçi kesim,Türkiye’deki ekonomi ilgili konuşmasınlar bir zahmet ,sesini kessinler ! Ulan memleket iflas etmiş , bunlar Kur yükselsinde, gelip burada konforlu yaşayayım ,tatil yapayım,yiyeyim içeyim kafasındalar ! Cahilmi desen ,hain mi desen ?"
1,#Sivasspor a helal olsun Galatasaray bu oyunuyla bu kadroyla ligde bile zorlanir dün kendi tarihine yakışmayan bir mağlubiyet aldı!!
-1,"Bende içiyorum! Fakat ilk çıkan zurnacı CHP vekil kim diyecektim çıktı işte ,kafa basmıyor ki adamların ; çıkmış tekel bayileri açısın diyor Ramazan ayın da ! Adamlar din imam deyip 20 yıl ülke yöneti bizim zurnacı Ramazan ayında tekel şovu yapıyor 😏"
-1,@cege_ali @trtspor @Eskisehirspor Size göre herkes şikeci Trabzon düşmanı... fener Galatasaray Beşiktaş eskisehirspor rizespor Şenol Güneş hakemler federasyon vs vs vs... tek doğru siz... elbet bunların size dönüşü olacak... elinizden bir Allahin kulu tutmayacak...
1,"Olum Ozan Tufan gol attı en içten sevindik gole hatta çoğu Trabzonspor sayfası ""helal olsun yiğidime"" diye paylaştı, siz ise her Uğurcanı yada Yusufu kadroda gördüğünüz zaman deliriyosunuz . Lan olum artık çirkeflik yapmayın bee, destek olun köstek olmayın. #SenolGunes"
-1,20 milyon aracı ilgilendiren proje ertelendi
1,Galatasaray forması o boru degil
1,Grevdeki Turkuvaz çalışanlarına destek
-1,Para para şike şike o. Çocuğu İBNE @Fenerbahce
-1,"@tokcem Ardından otobüslerle şehirlerarası taşımayla bir lebalep kongre daha... Sonra Fahrettin Koca bunları gündemde tutmaya gerek yok ,84 milyon suçlu der... Ağalar sarayda smoothili meyve suyu içerken vatandaşın kafasına patates çuvalı atarlar. Kısır döngü"
-1,Otogaza 3-17 kuruş arasında zam yapıldı
-1,İyi huylu prostat büyümesine dikkat
-1,@Fenerbahce Yine mi ağlıyorsunuz . Artık baydınız varya. 👎
-1,"@firattanis Bizim millet eşi ile sorun yaşadı diye kendine zarar vermez, maalesef eşine zarar verme eğiliminde. Yani yalan atıyorsun da usturuplu at, adam not yazmış okadar para borcum var yok traktöru satın vb. hala sıvama modundalar. Markete iki parça şeye 200tl verip çıkıyorsun ekonomi bk"
-1,U21 i de bozdunuz amk @GalatasaraySK
1,Migren ağrılarına son!
1,"Dışişleri Bakanı Mevlüt Çavuşoğlu, Sputnik e verdiği demeçte, ""Sağlık Bakanı Fahrettin Koca ile Rusya ya bir ziyaret' planımız mevcut, fakat bunu, Rus meslektaşlarımız ile ele alabilmemiz için vaka sayılarının buna uygun seviyeye gelmesi gerekiyor. Ziyaretimizin, Ramazan sonrasında mayısta gerçekleşmesi mümkün görünüyor"" açıklaması yaptı."
-1,Skandal belgeler: Şeker şirketleri yağı günah keçisi yapmış
1,15 besin 'temize' çıktı!..
-1,Morgan Stanley'de skandal
-1,"@OlcayKilavuz Sayın vekilim, ailelerimiz bizim şoförlüğümüze muhtaç. Çocuklarımızla yaşlılarımızla toplu taşımaya mecbur bırakıldık. Pozitif olan da mecbur biniyor. Salgın sebebi ile #EhliyetAffı Çıksın. Süre cezaları iptal edilsin. @suleymansoylu bakanımıza söylediniz mi?"
-1,@nesrinerdogan61 @BeyHelios @edanurterzi61TS @erdemckr34 @Trabzonspor @COSTIEZMANN7 Şikeci diyene bak geçen sene bursaya maç verdiler amk hamsi beyinlisi 😂😂
-1,Her 3 kişiden 1'i icra şoku yaşıyor
-1,Rumlardan Gökçeada'ya kriz göçü
-1,Gs ve fb atışması var idi ortada 59öncesi şampiyonluk sayılır sayılmaz derken aziz başkan çıktı @aspor da gs şikeci dedi alenen gs suspus oldu ses cvb gelmedi @Besiktas @KaynarErol @AhmetNCebi masada kime neyi vaad ettiler konuşun arkadaş neden susuyonuz neyden korkuyonuz...
1,FENERBAHÇELİ YANDEX KULLAN !
-1,@deeplyfeltt ekonomi covid-19 kadın cinayetleri yolsuzluk işsizlik mental sağlığım... derken valla.. boş ver valla gelsin. zaten bi o eksikti..
1,@mansuryavas06 Başkanım konya Yada bir MANSUR YAVAŞ LAZIM
-1,@hamzayalcin1905 @17BLaCKeaGLe03 @kaya9733 Türkiyenin en büyüğü 'nu sizin givi fanatik saksilar çıkarıyor nereniz büyük beşiktaş tan cakal  fetobun takımı fransız takimisiniz sikeci götler
-1,Ramazan'da hurma fiyatlarına dolar zammı
-1,Memur işçi saglık çalişani işe gitmicekmi nasil etlik bahçeli 267 otobusunu kaldiriyosunuz bizde hastanesine gelen belediye çalişanina bakmiyoruz mu diyelim @mansuryavas06 @egobilgi @mavimasa @korayaydintr
-1,Soğuklar domatesin fiyatını yüzde 50 artırdı
-1,@Tlp1903 @noiralfa @nocontextjk @Besiktas @Fenerbahce @GalatasaraySK @Trabzonspor Bana dediysen bir ermeni artığından Türklük öğrenicek değilim. Soyunuzu sevip attığımız gibi gün gelecek sizide temizleyecez Türklerin ülkesinden. Pis şikeci haşereler.
-1,Biyerlerde birilerine şampiyon luk birilerine şikeci lafı edilmicek mi denildi neden fb gs lobisine yeniliyok çıkın konuşun @KaynarErol @erginaslan @ekremalpay8 @bulentuslu1903 @Besiktas @tekinoktay @alifuatduatepe @aliececom @atakankurt2 @Ankaraliatiba @kartalanalizcom
-1,Yargıtay'dan emeklilere kötü haber
-1,"Trabzonspor un men edilişini dilime doladığım için, bir hamsi bana diyor ki; ""CAS dan donerse ne diyeceksiniz?""  Fetö kumpası mahkemelerce onanmis kulübe 9 yıldır şikeci diyen kafa soruyor bu soruyu..."
-1,Galatasaray ş*refsizlerden destek beklemez ve istemez şikeci pislikler
1,Emekliye ek maaş hem mümkün hem gerekli
-1,Kuvvetli yağışlar erik rekoltesini olumsuz etkiledi
-1,vermeyin zaten o kirli ellerinizle.
-1,En güvenli kalemizin Elektrik Gaz ve Su'ları kesilmese az buçuk idare eder millet.. Acımadan kesiyorlar Bakanım..
-1,@kriptofero Bir de boyleleri var. MHP avukatı olunca adalet daha mı hızlı işliyor? Ya da yasal yaptırımlarla karşılaşmaktan ziyade korkmaları gereken başka birşeyler daha mı olduğunu ima ediyor acaba? @inancsalman
1,Türkiye'nin ABD pazarı güçleniyor
1,"@malhazar12 @kutsalekonomi @Nazlgl25108897 @NejatOzonay @ekrem_imamoglu Eski ekonomi bakanı DSP li Masum Türker'e sorun 128 milyarı. O kadar tane tane anlatmış ki, çocuk bile anlıyor. Artık DSP li eski bakanın yalan söyleyecek hali yok!"
-1,6 günde parasını çekmeyen hasta işçi yandı
-1,Bu hastalık çok sinsi
-1,Bı saçmalığı bitirmek sizlerin elinde gerçekten ölümcül bir salgın olmadığını en iyi siz biliyorsunuz sağlıkçılar hiç boşuna ağlamayın #saglikcilarharic
1,"Siyah çikolata, Parkinson'un belirtilerini azaltabilir"
-1,"@ForeverOpposing @Enchar5 @Heinric63219374 @turkiyesevmek @kilicdarogluk Bu ülkede ak partinin iktidar da olduğu 19 yıldır seçim yapılıyor, demokrasiye kimler daha saygılı görüyoruz, ekmek konusunda ak partiyi eleştirmek yerine, üç yıldır iki büfe koymaktan aciz imamoğlunu ve CHP yi eleştirmeniz daha yerinde olur"
-1,Küba traktörden öküze döndü
1,"Mansur Yavaş, Türkiye'de halktan biri ,halk sevdalısı Türkiye halkının dostu olduğunu gösterdi Ülkeyi bunun gibi gözü tok İnsanlar yönetmeli Ülkenin kaynaklarını korur, O'na buna peşkeş çekmez,halk yararına işler yapar Gelir adaleti sağlar Yoksa ülke batıyor Çok kötü yönetiliyor"
-1,Kayahan yine korkuttu
1,Ankara’nın en güzel yanı; İstanbul’a dönüşüydü. Artık Mansur Yavaş.
-1,"7 firmaya 5,2 milyon lira rekor ceza"
-1,Sınav kaygısına yenilmeyin!
-1,Sarımsak fiyatlarına turşu zammı
-1,TÜİK ramazan vesilesiyle ayranı fazla kaçırmış anlaşılan.. İşsizlik 0.1 puan azalmış inanabiliyor musunuz 🙄 #KabineTekKararİptal #YavsakAli
-1,"RBS 1,98 milyar sterlin zarar etti"
-1,@izzetcapa Çok zor Türk milletini anlamak. Acaba sosyoloji alanında doktora yapmış olsaydım daha iyi anlayabilir miydim ???
-1,Ben şimdi anladım bunlar dünyada 1 numaralı rezil takım diye tanınıyorlar sksjsj @12numaraorg @Fener10line
-1,"Geldiğimiz yer elbette çok önemli ama henüz yine de söylüyorum hedeflerimizin gerisindeyiz. Şu anda ciddi manada savunma sanayinde ihracat yapan ülke konumundayız. İthalat değil, ihracat. Artık biz SİHA'larımızın bütün mühimmatını da Türkiye'de yapıyoruz."
-1,Fakirlik çocukların beynini etkiliyor
-1,Metal şişe kapakları göz yaralanmalarına neden oluyor
-1,Piyasalar kritik haftaya negatif başladı
-1,İstanbul'dan sonra Ankara'da da toplu ulaşıma zam!
-1,@lilhamsi61 Neden Fenerbahce şikeci olsunki 2010 2011 sezonunda Fenerbahce Trabzonspor u Galatasaray ı Beşiktaş ı para veripmi domalttı paramı aldınız bak bu yere atan kendini oyuncu kamil sizde neden şike yaptığı için gol yemek için hamsi gibi attı yere kendini  https://t.co/EzEAQ1F3Vo
-1,Pazartesi günü ihracat cumaya göre yarı yarıya azalıyor
-1,Ev kadınının kalp krizi geçirme riski daha yüksek
-1,"Şenol Güneş guzellemesi yapanlara  Biz hocanın yardımcı tercihine laf etmiyoruz  Türkiyenin en cirkef,şikeci, fetonun futbol imamı, ırkçı dahası azili bir Trabzonspor düşmanı,psikopat ruhlu, hemde 2011 de bize karşı oyuncu ayartmis birini nasıl yardımcı alırsın diye tepkimiz."
-1,@froce1903 @EmreKoc27736439 @enginceyhan1903 @HonoreDeBerke Neyle koydunuz şike yapıp sonra kupayı verdiğinizde siz şikeci olmadınız ama 18/17 yapıp süper lige koyup şampiyon olunca biz şikeci olduk 5 yıla kadar türkiyenin tek derbisi fenerbahçe-galatasaray olacak haberiniz yok
-1,Topuk dikeni şişmanlığa neden oluyor
-1,Sinüzit hastalığı tedavi edilmezse göz kaybına neden olabilir!
1,Arkadaşlar takima oyunculara destek olalım bunkar medya baskısı Galatasarayı yıpratmaya çalışılıyor
1,"@KoronaReport Yardımı, Mansur Yavaş başkanlığındaki ABB si yaptı."
1,Çalışan emekliye müjde!
-1,@___PuLLiiM___ O hayrı halka hükümet yapacak ilk önce. Aslında işsizlik olmasa adalet olsa kimse hayra muhtaç olmayacak. Ama olsun itibardan tasarruf edilmez bizim saraylarımız var Avrupa bizi kıskanıyor
-1,Lütfü Türkkan: Vatanı sadece arsa değil çöp kutusu olarak da görüyorlar. Avrupa geçen sene günde 241 kamyon dolusu çöpünü Türkiye’ye döktü. Bunun adı ithalat değil ihanettir.
-1,Bu yıl kaptanları göndermek hoşunuza gitti galiba? Önce Emre şimdi Emir.... :(((( @Fenerbahce
-1,Kırmızı ette kimyasal!
-1,Önemsenmeyen sinir sıkışmaları felç riskini artırıyor
-1,"@Terimci01 Otobüsümüz kurşunladı, dalga geçip seni sevmeyen ölsün dediler.  Şike kumpası kuruldu, tescilli şikeci dediler.  Her sezon başı TFF Fenerbahçe'yi şampiyon yapacak diye algı yapıyorlar.  Soruyorum sizlere; Ben bir Fenerbahçeli olarak nasıl başarılar dileyebilirim bunlara?"
-1,"Çenesi düşmek” sadece bir deyim değil, aynı zamanda önemli bir eklem hastalığı riski"
1,Galatasarayımın macı var ama kuzenlerimin gitmesine sayılı gün var. Bu nasıl ikilemdir bilemezsiniz..
-1,ABD'de Detroit şehri iflas etti
-1,Fahrettin Koca: Tam kapanma zaruret haline gelmişti
-1,İşadamı İzzet Özilhan hayatını kaybetti
-1,Ali Sabancı: Ben de geçinemiyorum
-1,Safra kesesinden 512 taş çıktı
-1,"Kolombiya'da hükümet karşıtı protestolar 10 gündür sürüyor Kolombiya'da hükümetin ekonomi politikalarını eleştiren binlerce kişi ayaklandı. 28 Nisan'dan bu yana sürdürülen gösterilerde, polis şiddetine maruz kalan 26 kişi hayatını kaybederken 90 kişi k…"
-1,Sterlin ani düşüşle mücadele ediyor
-1,Yazıklar olsun kim bu hâle getirdi Vijdansizlar bu millet işsizlik te parasızlık perişan bu kadar olmaz 😡😡📢 siyasiler CHP'li vekiller iyi parti vekiller bunu kamuoyuna duyurun araştırın 📢📢📢😡😡😡
1,Helal olsun cidden kutlarım. Bu iş iyice çocuk oyuncağı oldu. Yapamıyorsanız bırakın kardeşim. 2010-11 şampiyonu Trabzonspor'dur. Zorunuza gitsede bu böyledir. 1959 öncesi ne olduğu belli olmayan kupaları istersen sıkıntı yok ama TS hakkını ararken sıkıntı var. Hadi oradan TFF...
1,canımız sıkkın olduğunda Galatasaray marşları dinleyen insanlarız biz
1,Ş Cemalettin Caddesinde Kaplama Asfalt Çalışması Yapılıyor. Ankara Büyükşehir Belediye Başkanı Sayın Mansur Yavaş Beyfendi ve Fen İşleri Dairesine Teşekkür Ederim. @yavasmansur @abbbasin
-1,Ne oldu hamsi sezonu bitti oraya bura hamzi gönderemeyince böyle kalırsın şikeci Trabzon #Trabzonspor #LCWaikikiDestek #AyasofyaCamii #
-1,@UnalSir @CryptoTurkler @ademaydin_61 @Trabzonspor Davaya itiraz ettiği için de aklandı zamanında bizi sikeci gösterenler şuan binlerce yıl hapis aldı bunun en başında sizinde yalakalık yaptığınız gs var ebedi dostluk o gün bitti kimse bana ebedi dostluk demesin.
-1,Kurban Bayramı et satışlarını vurdu
1,Saldir Fener bizim icin ölümüne!!
-1,@AdemToprakl @fakirgonlubol @CetinalpY @samsunwebrehber @servetacus @Eses2619651 @sibel5507 @t24comtr adam sana diyor ekonomi işsizlik halkın aç döviz fırladı gitti sen diyorsun iha siha senin kafan çalışıyor mu
-1,Güneş ışını deri için büyük risk
1,"@Bulent__Kocak @TR4BZ0NSP0R hamsi kalmadi, kalkan yermisin!? tescilli sikeci. SAMPIYON TRABZONSPOR 2011"
-1,"Koronavirüs (Kovid-19) salgını ve ekonomik kriz hayat pahalılığını her geçen gün daha da arttırıyor. Yaşanan kriz süs bitkileri yetiştirenleri de olumsuz etkiledi. Antalya daki yetiştiriciler, krizden kaynaklı ürünlere yüzde 200 e varan zamlar yapıldığını aktardı."
1,Motorine 5 kuruş indirim daha!
-1,"@umitozdag Babacan ve ""Ekonomik Yıkım"" kelimelerini yanyana getirebileceğiniz kimsenin aklına dahi gelmezdi, partinizi saygıyla karşılarken, siz gibi ""savrulan"" bir siyasi figürün ekonomi gibi sizin zor alanlara değilde Suriye konusu gibi alanlarda yorum yaparak devam edebilirsiniz."
-1,Ben seni kudurtacağım sen merak etme FENERBAHÇE ye şikeci diyen adamı savun savunmaya devam et
1,@fblialonso @Alkolikback Ghezzal’ın menajerine helal olsun İki al ver yaptı Beşiktaş’ı tokatladı
-1,"@ibbPR Allah aşkına toplu taşimaların sayısını düşürmek ne, tramvay bile 15 dakikada bir geliyor, Marmaray, metrobüs daha fena. Sağlık çalışanıyım işe gitmek zorundayım. Tramvay tıklım tıklım.. Hani mesafe..? Ancak halkı suçlayın, bu eziyeti çektirenlere hakkımı helal etmiyorum!"
-1,TESK Başkanı: İndirimlere inanmayın
-1,"Antalya'da bulunan Sağlık Bakanı Fahrettin Koca, tam kapanma uygulamasıyla ilgili açıklamalarda bulundu. Bakan Koca, ""Vaka sayılarının düştüğü bir bayram yaşamak istiyoruz"" ifadelerini kullandı."
-1,3 gun sonra CL kura cekimi var. fenevliler sizi ilgilendirmiyor
-1,@PresBordoMavi @TSGundem61 @aytacizm1903 @dedikodubjk Somut delil olmadığı sürece mesela sizin kumpastan 1000 yıl hapis yiyen adamlarınız gibi. Galatasaray da şikeci oluyor Mesut Bakkal'ın açıklamalarına göre o zaman.
-1,"@Fenerbahce gün mü kaldı be, ağzımıza sıçtınız bile bile göre göre erol denilen adama güvendiniz bitirdiniz bizi, elalem liderken hocasını değiştiriyor siz başarısızlığa prm veriyorsunuz,😡😡😡👎"
-1,TBF de TFF de fener yancisi sikeci serefsizlerdir.
-1,"katılılıyorum. akp nin en büyük stratejisi korku salmak. bunu aşırı aşırı kullanırlar. ama sonuna bakarsın bir şey de olmaz. manipülasyonlasyonlara gelmeyin. bu kadar deşifreler oluyor, yalanlar, dolandırıcılık, hırsızlık, insan kaçakçılığı, fakirleşme, ekonomi çöküşü derken şatafatlı günleri geride kaldı. artık grafik düşüşte. bu düzen böyle gitmez monarşi ile yönetilmiyoruz. zamanları doldu artık. gidecekler, gitmek zorundalar."
-1,Çocuklarda iştahsızlığın en önemli sebebi baskı
-1,"128 milyar dolar gitmis, En son 159 ton altın gitmiş, 5 müteahhit haric ekonomi batmış, Eller arkadaymış vs, 1 haftadır tartışılıyor Bunlar iyi alametler değil İmamoğlu’ndan Erdoğan’a teklif: İncelensin #gazetesozcu @gazetesozcu aracılığıyla"
